t,i1,q1,q2,i2,p
9519,0,1946,0,0,4096
9520,0,0,0,0,0
9521,0,0,0,0,0
9522,0,0,0,0,0
9523,0,0,0,0,0
9524,590,0,0,0,0
9525,1181,0,332,0,4096
9526,0,0,0,0,4096
9527,0,1248,0,0,4096
9528,0,0,0,0,4096
9529,0,0,0,0,4096
9530,0,0,0,0,0
9531,0,0,0,0,0
9532,0,0,0,0,0
9533,0,0,0,0,0
9534,0,0,0,0,4096
9535,0,0,0,0,4096
9536,0,0,0,0,4096
9537,0,0,0,0,4096
9538,0,0,0,0,4096
9539,0,0,0,0,0
9540,0,0,0,0,0
9541,0,0,0,0,0
9542,0,0,0,0,0
9543,0,0,0,0,0
9544,0,0,0,0,4096
9545,0,0,0,0,4096
9546,0,0,0,0,4096
9547,0,0,0,0,4096
9548,0,0,0,0,4096
9549,0,0,0,0,4096
9550,0,0,0,0,0
9551,0,0,0,0,0
9552,0,0,0,0,0
9553,0,0,0,0,0
9554,866,0,0,0,0
9555,1417,0,553,0,4096
9556,1417,0,553,0,4096
9557,1614,0,1328,0,4096
9558,1654,0,1549,0,4096
9559,0,169,0,0,4096
9560,0,3978,0,0,0
9561,0,3788,0,0,0
9562,0,1213,0,0,0
9563,0,0,0,0,0
9564,0,0,0,0,4096
9565,0,0,0,0,4096
9566,0,0,0,0,4096
9567,0,0,0,0,4096
9568,0,0,0,0,4096
9569,0,0,0,0,0
9570,0,0,0,0,0
9571,0,0,0,0,0
9572,0,0,0,0,0
9573,0,0,0,0,0
9574,0,0,0,0,4096
9575,0,0,0,0,4096
9576,0,0,0,0,4096
9577,0,0,0,0,4096
9578,0,0,0,0,4096
9579,0,0,0,0,0
9580,0,0,0,0,0
9581,0,0,0,0,0
9582,0,0,0,0,0
9583,0,0,0,0,0
9584,0,0,0,0,4096
9585,0,0,0,0,4096
9586,0,0,0,0,4096
9587,0,0,0,0,4096
9588,0,0,0,0,4096
9589,0,0,0,0,4096
9590,0,0,0,0,0
9591,0,0,0,0,0
9592,0,0,0,0,0
9593,0,0,0,0,0
9594,0,0,0,0,0
9595,0,0,0,0,4096
9596,0,0,0,0,4096
9597,0,0,0,0,4096
9598,0,0,0,0,4096
9599,0,0,0,0,4096
9600,0,0,0,0,0
9601,0,0,0,0,0
9602,0,0,0,0,0
9603,0,0,0,0,0
9604,0,0,0,0,0
9605,0,0,0,0,4096
9606,0,0,0,0,4096
9607,0,0,0,0,4096
9608,0,0,0,0,4096
9609,0,0,0,0,0
9610,0,0,0,0,0
9611,0,0,0,0,0
9612,0,0,0,0,0
9613,0,0,0,0,0
9614,0,0,0,0,4096
9615,0,0,0,0,4096
9616,0,0,0,0,4096
9617,0,0,0,0,4096
9618,0,1083,0,0,4096
9619,0,1534,0,0,0
9620,0,628,0,0,0
9621,0,0,0,0,0
9622,0,0,0,0,0
9623,0,0,0,0,0
9624,0,0,0,0,4096
9625,0,0,0,0,4096
9626,433,0,0,0,4096
9627,2953,0,1328,0,4096
9628,3741,0,3210,0,4096
9629,4056,0,3874,0,0
9630,1969,0,4096,0,0
9631,0,4096,0,0,0
9632,0,4096,0,0,0
9633,0,4096,0,0,0
9634,0,1898,0,0,4096
9635,0,0,0,0,4096
9636,0,0,0,0,4096
9637,0,0,0,0,4096
9638,0,0,0,0,4096
9639,827,0,0,0,0
9640,945,0,664,0,0
9641,0,0,0,0,0
9642,0,528,0,0,0
9643,0,0,0,0,0
9644,0,0,0,0,4096
9645,0,0,0,0,4096
9646,0,0,0,0,4096
9647,0,0,0,0,4096
9648,0,0,0,0,4096
9649,0,0,0,0,0
9650,0,0,0,0,0
9651,0,0,0,0,0
9652,0,0,0,0,0
9653,0,0,0,0,4096
9654,0,0,0,0,4096
9655,0,0,0,0,4096
9656,0,0,0,0,4096
9657,0,0,0,0,4096
9658,0,0,0,0,0
9659,0,0,0,0,0
9660,0,0,0,0,0
9661,0,0,0,0,0
9662,0,0,0,0,0
9663,0,0,0,0,4096
9664,0,0,0,0,4096
9665,0,0,0,0,4096
9666,0,0,0,0,4096
9667,0,0,0,0,4096
9668,0,0,0,0,0
9669,0,0,0,0,0
9670,0,0,0,0,0
9671,0,0,0,0,0
9672,0,0,0,0,0
9673,0,0,0,0,4096
9674,0,0,0,0,4096
9675,590,0,0,0,4096
9676,1299,0,332,0,4096
9677,0,0,0,0,4096
9678,0,4096,0,0,0
9679,0,0,0,0,0
9680,0,2076,0,0,0
9681,0,996,0,0,0
9682,0,0,0,0,0
9683,0,0,0,0,4096
9684,551,0,0,0,4096
9685,2914,0,553,0,4096
9686,3741,0,3210,0,4096
9687,708,403,996,0,0
9688,0,4096,0,0,0
9689,0,4096,0,0,0
9690,0,4096,0,0,0
9691,0,4096,0,0,0
9692,0,2774,0,0,4096
9693,0,0,0,0,4096
9694,0,0,0,0,4096
9695,0,0,0,0,4096
9696,0,0,0,0,4096
9697,945,0,0,0,0
9698,1378,0,885,0,0
9699,1496,0,1107,0,0
9700,551,0,1328,0,0
9701,551,0,1328,0,0
9702,0,0,0,0,4096
9703,0,2024,0,0,4096
9704,0,3307,0,0,4096
9705,0,2544,0,0,4096
9706,0,277,0,0,4096
9707,0,0,0,0,4096
9708,0,0,0,0,0
9709,0,0,0,0,0
9710,0,0,0,0,0
9711,0,0,0,0,0
9712,0,0,0,0,0
9713,0,0,0,0,4096
9714,0,0,0,0,4096
9715,0,0,0,0,4096
9716,0,0,0,0,4096
9717,0,0,0,0,4096
9718,0,0,0,0,0
9719,0,0,0,0,0
9720,0,0,0,0,0
9721,0,0,0,0,0
9722,0,0,0,0,0
9723,0,0,0,0,4096
9724,0,0,0,0,4096
9725,0,0,0,0,4096
9726,0,0,0,0,4096
9727,0,0,0,0,4096
9728,0,0,0,0,0
9729,0,0,0,0,0
9730,0,0,0,0,0
9731,0,0,0,0,0
9732,0,0,0,0,4096
9733,0,0,0,0,4096
9734,0,0,0,0,4096
9735,0,0,0,0,4096
9736,0,0,0,0,4096
9737,0,671,0,0,4096
9738,0,0,0,0,0
9739,0,0,0,0,0
9740,0,0,0,0,0
9741,0,0,0,0,0
9742,0,0,0,0,0
9743,0,0,0,0,4096
9744,0,0,0,0,4096
9745,0,0,0,0,4096
9746,2008,0,0,0,4096
9747,3308,0,2168,0,4096
9748,3899,0,3493,0,0
9749,827,0,1325,0,0
9750,0,4096,0,0,0
9751,0,4096,0,0,0
9752,0,3909,0,0,0
9753,0,268,0,0,4096
9754,0,0,0,0,4096
9755,0,0,0,0,4096
9756,0,0,0,0,4096
9757,0,0,0,0,4096
9758,0,0,0,0,0
9759,0,0,0,0,0
9760,0,0,0,0,0
9761,0,0,0,0,0
9762,0,0,0,0,4096
9763,0,0,0,0,4096
9764,0,0,0,0,4096
9765,0,0,0,0,4096
9766,0,0,0,0,4096
9767,0,0,0,0,0
9768,0,0,0,0,0
9769,0,0,0,0,0
9770,0,0,0,0,0
9771,0,0,0,0,0
9772,0,0,0,0,4096
9773,0,0,0,0,4096
9774,0,0,0,0,4096
9775,0,0,0,0,4096
9776,0,0,0,0,4096
9777,0,0,0,0,0
9778,0,0,0,0,0
9779,0,0,0,0,0
9780,0,0,0,0,0
9781,0,0,0,0,0
9782,0,0,0,0,4096
9783,0,0,0,0,4096
9784,0,0,0,0,4096
9785,0,0,0,0,4096
9786,0,0,0,0,4096
9787,0,0,0,0,0
9788,0,0,0,0,0
9789,0,0,0,0,0
9790,0,0,0,0,0
9791,0,0,0,0,0
9792,0,0,0,0,4096
9793,0,0,0,0,4096
9794,0,0,0,0,4096
9795,0,0,0,0,4096
9796,0,0,0,0,4096
9797,0,0,0,0,0
9798,275,0,0,0,0
9799,0,0,0,0,0
9800,0,2232,0,0,0
9801,0,2006,0,0,0
9802,0,936,0,0,0
9803,0,0,0,0,4096
9804,0,0,0,0,4096
9805,0,0,0,0,4096
9806,0,0,0,0,4096
9807,2166,0,0,0,4096
9808,3505,0,2048,0,0
9809,4096,0,3614,0,0
9810,2481,0,4096,0,0
9811,157,4096,0,0,0
9812,0,4096,0,0,4096
9813,0,4096,0,0,4096
9814,0,2297,0,0,4096
9815,0,108,0,0,4096
9816,0,0,0,0,4096
9817,315,0,0,0,0
9818,157,0,0,0,0
9819,1063,0,0,0,0
9820,1496,0,843,0,0
9821,236,0,1445,0,0
9822,0,0,0,0,4096
9823,0,1985,0,0,4096
9824,0,3883,0,0,4096
9825,0,2184,0,0,4096
9826,0,125,0,0,4096
9827,0,221,0,0,0
9828,0,0,0,0,0
9829,0,0,0,0,0
9830,0,0,0,0,0
9831,0,0,0,0,0
9832,0,0,0,0,4096
9833,0,0,0,0,4096
9834,0,0,0,0,4096
9835,0,0,0,0,4096
9836,0,0,0,0,4096
9837,0,0,0,0,0
9838,0,0,0,0,0
9839,0,0,0,0,0
9840,0,0,0,0,0
9841,0,0,0,0,0
9842,0,0,0,0,4096
9843,0,0,0,0,4096
9844,0,0,0,0,4096
9845,0,0,0,0,4096
9846,0,0,0,0,4096
9847,0,0,0,0,0
9848,0,0,0,0,0
9849,0,0,0,0,0
9850,0,0,0,0,0
9851,0,0,0,0,4096
9852,0,0,0,0,4096
9853,0,0,0,0,4096
9854,0,0,0,0,4096
9855,0,0,0,0,4096
9856,0,0,0,0,0
9857,0,0,0,0,0
9858,0,0,0,0,0
9859,0,0,0,0,0
9860,0,0,0,0,0
9861,0,0,0,0,0
9862,0,0,0,0,4096
9863,0,0,0,0,4096
9864,0,0,0,0,4096
9865,0,0,0,0,4096
9866,0,0,0,0,4096
9867,0,0,0,0,4096
9868,0,0,0,0,0
9869,0,0,0,0,0
9870,0,0,0,0,0
9871,0,0,0,0,0
9872,0,0,0,0,0
9873,0,0,0,0,4096
9874,0,0,0,0,4096
9875,0,0,0,0,4096
9876,0,0,0,0,4096
9877,0,0,0,0,0
9878,0,0,0,0,0
9879,0,0,0,0,0
9880,0,0,0,0,0
9881,0,0,0,0,0
9882,0,0,0,0,4096
9883,0,0,0,0,4096
9884,0,0,0,0,4096
9885,0,0,0,0,4096
9886,0,0,0,0,4096
9887,0,0,0,0,0
9888,0,0,0,0,0
9889,0,0,0,0,0
9890,0,0,0,0,0
9891,0,0,0,0,0
9892,0,0,0,0,4096
9893,0,0,0,0,4096
9894,984,0,0,0,4096
9895,1496,0,361,0,4096
9896,0,208,0,0,4096
9897,0,1187,0,0,0
9898,0,0,0,0,0
9899,0,0,0,0,0
9900,0,0,0,0,0
9901,0,0,0,0,0
9902,0,0,0,0,4096
9903,0,0,0,0,4096
9904,0,0,0,0,4096
9905,0,0,0,0,4096
9906,0,0,0,0,4096
9907,984,0,0,0,0
9908,0,0,0,0,0
9909,0,0,0,0,0
9910,0,0,0,0,0
9911,0,2080,0,0,0
9912,0,4096,0,0,4096
9913,0,4096,0,0,4096
9914,0,3675,0,0,4096
9915,0,2180,0,0,4096
9916,0,2180,0,0,4096
9917,0,130,0,0,0
9918,0,0,0,0,0
9919,0,0,0,0,0
9920,0,0,0,0,0
9921,0,0,0,0,0
9922,0,0,0,0,4096
9923,0,0,0,0,4096
9924,0,0,0,0,4096
9925,0,0,0,0,4096
9926,0,0,0,0,0
9927,0,0,0,0,0
9928,0,0,0,0,0
9929,0,0,0,0,0
9930,0,0,0,0,0
9931,0,0,0,0,4096
9932,0,0,0,0,4096
9933,0,0,0,0,4096
9934,0,0,0,0,4096
9935,0,0,0,0,4096
9936,0,0,0,0,0
9937,0,0,0,0,0
9938,0,0,0,0,0
9939,0,0,0,0,0
9940,0,0,0,0,0
9941,0,0,0,0,4096
9942,0,0,0,0,4096
9943,0,0,0,0,4096
9944,0,0,0,0,4096
9945,0,0,0,0,4096
9946,0,0,0,0,0
9947,0,0,0,0,0
9948,354,0,0,0,0
9949,1181,0,0,0,0
9950,0,0,843,0,0
9951,0,368,0,0,4096
9952,0,34,0,0,4096
9953,0,0,0,0,4096
9954,0,0,0,0,4096
9955,0,0,0,0,4096
9956,0,0,0,0,0
9957,0,0,0,0,0
9958,0,0,0,0,0
9959,1614,0,2168,0,0
9960,3347,0,3493,0,0
9961,1654,0,722,0,4096
9962,0,0,0,0,4096
9963,0,4096,0,0,4096
9964,0,4096,0,0,4096
9965,0,3233,0,0,0
9966,0,3233,0,0,0
9967,0,1109,0,0,0
9968,0,164,0,0,0
9969,0,658,0,0,0
9970,0,108,0,0,0
9971,0,0,0,0,4096
9972,0,0,0,0,4096
9973,0,0,0,0,4096
9974,0,0,0,0,4096
9975,0,0,0,0,4096
9976,0,0,0,0,0
9977,0,0,0,0,0
9978,0,0,0,0,0
9979,0,1833,0,0,0
9980,0,4096,0,0,0
9981,0,3493,0,0,4096
9982,0,2097,0,0,4096
9983,0,333,0,0,4096
9984,0,0,0,0,4096
9985,0,0,0,0,4096
9986,0,0,0,0,0
9987,0,0,0,0,0
9988,0,0,0,0,0
9989,0,0,0,0,0
9990,0,0,0,0,0
9991,0,0,0,0,4096
9992,0,0,0,0,4096
9993,0,0,0,0,4096
9994,0,0,0,0,4096
9995,0,0,0,0,4096
9996,0,0,0,0,0
9997,0,0,0,0,0
9998,0,0,0,0,0
9999,0,0,0,0,0
10000,0,0,0,0,0
10001,0,0,0,0,4096
10002,0,0,0,0,4096
10003,0,0,0,0,4096
10004,0,0,0,0,4096
10005,0,0,0,0,4096
10006,0,0,0,0,0
10007,0,0,0,0,0
10008,0,0,0,0,0
10009,0,0,0,0,0
10010,0,0,0,0,0
10011,0,0,0,0,4096
10012,0,0,0,0,4096
10013,0,0,0,0,4096
10014,0,0,0,0,4096
10015,0,0,0,0,4096
10016,0,0,0,0,0
10017,0,0,0,0,0
10018,0,0,0,0,0
10019,0,0,0,0,0
10020,0,0,0,0,4096
10021,0,0,0,0,4096
10022,0,0,0,0,4096
10023,0,0,0,0,4096
10024,0,0,0,0,4096
10025,0,0,0,0,0
10026,0,0,0,0,0
10027,0,0,0,0,0
10028,0,0,0,0,0
10029,0,0,0,0,0
10030,0,0,0,0,0
10031,0,0,0,0,4096
10032,0,0,0,0,4096
10033,0,0,0,0,4096
10034,0,0,0,0,4096
10035,0,0,0,0,4096
10036,0,0,0,0,0
10037,0,0,0,0,0
10038,0,0,0,0,0
10039,0,0,0,0,0
10040,0,0,0,0,0
10041,0,0,0,0,4096
10042,0,0,0,0,4096
10043,0,0,0,0,4096
10044,0,0,0,0,4096
10045,0,0,0,0,4096
10046,0,0,0,0,0
10047,0,0,0,0,0
10048,0,0,0,0,0
10049,0,0,0,0,0
10050,0,333,0,0,0
10051,0,0,0,0,4096
10052,0,450,0,0,4096
10053,0,0,0,0,4096
10054,0,0,0,0,4096
10055,0,0,0,0,0
10056,0,0,0,0,0
10057,0,0,0,0,0
10058,0,0,0,0,0
10059,0,0,0,0,0
10060,0,0,0,0,0
10061,0,0,0,0,4096
10062,0,17,0,0,4096
10063,0,4096,0,0,4096
10064,0,4096,0,0,4096
10065,0,4096,0,0,4096
10066,0,2427,0,0,4096
10067,0,962,0,0,0
10068,0,0,0,0,0
10069,0,0,0,0,0
10070,0,0,0,0,0
10071,0,0,0,0,0
10072,0,0,0,0,4096
10073,0,0,0,0,4096
10074,0,0,0,0,4096
10075,0,0,0,0,4096
10076,0,0,0,0,4096
10077,0,0,0,0,0
10078,0,0,0,0,0
10079,0,0,0,0,0
10080,0,0,0,0,0
10081,0,0,0,0,0
10082,0,0,0,0,4096
10083,0,0,0,0,4096
10084,1189,0,0,0,4096
10085,0,0,0,0,4096
10086,0,0,0,0,0
10087,0,0,0,0,0
10088,0,0,0,0,0
10089,0,0,0,0,0
10090,0,0,0,0,0
10091,0,0,0,0,4096
10092,0,0,0,0,4096
10093,0,0,0,0,4096
10094,0,0,0,0,4096
10095,0,0,0,0,4096
10096,0,0,0,0,0
10097,0,0,0,0,0
10098,0,0,0,0,0
10099,0,0,0,0,0
10100,0,0,0,0,0
10101,0,0,0,0,4096
10102,0,0,0,0,4096
10103,0,0,0,0,4096
10104,1849,0,0,0,4096
10105,4096,0,0,0,4096
10106,4096,0,0,0,4096
10107,1849,0,4096,0,0
10108,0,3294,0,0,0
10109,0,4096,0,0,0
10110,0,4096,0,0,0
10111,0,845,0,0,4096
10112,0,0,0,0,4096
10113,0,0,0,0,4096
10114,0,0,0,0,4096
10115,0,0,0,0,4096
10116,0,0,0,0,0
10117,0,0,0,0,0
10118,0,0,0,0,0
10119,0,0,0,0,0
10120,0,0,0,0,0
10121,0,0,0,0,4096
10122,0,0,0,0,4096
10123,0,0,0,0,4096
10124,0,0,0,0,4096
10125,0,0,0,0,4096
10126,0,0,0,0,4096
10127,0,0,0,0,0
10128,0,0,0,0,0
10129,0,0,0,0,0
10130,0,0,0,0,0
10131,0,0,0,0,0
10132,0,0,0,0,4096
10133,0,0,0,0,4096
10134,0,0,0,0,4096
10135,0,0,0,0,4096
10136,0,0,0,0,4096
10137,0,0,0,0,0
10138,0,0,0,0,0
10139,0,0,0,0,0
10140,0,0,0,0,0
10141,0,0,0,0,0
10142,0,0,0,0,4096
10143,0,0,0,0,4096
10144,0,0,0,0,4096
10145,0,0,0,0,4096
10146,0,0,0,0,0
10147,0,0,0,0,0
10148,0,0,0,0,0
10149,0,0,0,0,0
10150,0,0,0,0,0
10151,0,0,0,0,4096
10152,0,0,0,0,4096
10153,0,0,0,0,4096
10154,0,0,0,0,4096
10155,0,0,0,0,4096
10156,0,325,0,0,0
10157,0,0,0,0,0
10158,0,0,0,0,0
10159,0,0,0,0,0
10160,0,0,0,0,0
10161,0,0,0,0,4096
10162,0,0,0,0,4096
10163,0,0,0,0,4096
10164,0,0,0,0,4096
10165,0,0,0,0,4096
10166,0,0,0,0,0
10167,0,0,0,0,0
10168,0,0,0,0,0
10169,0,0,0,0,0
10170,0,0,0,0,0
10171,0,0,0,0,4096
10172,0,0,0,0,4096
10173,0,0,0,0,4096
10174,0,0,0,0,4096
10175,0,0,0,0,4096
10176,0,0,0,0,0
10177,0,0,0,0,0
10178,0,0,0,0,0
10179,0,0,0,0,0
10180,0,0,0,0,0
10181,0,0,0,0,0
10182,0,0,0,0,4096
10183,0,0,0,0,4096
10184,0,0,0,0,4096
10185,0,0,0,0,4096
10186,0,0,0,0,4096
10187,0,0,0,0,0
10188,0,0,0,0,0
10189,0,0,0,0,0
10190,0,0,0,0,0
10191,0,0,0,0,4096
10192,0,0,0,0,4096
10193,0,0,0,0,4096
10194,0,0,0,0,4096
10195,0,0,0,0,4096
10196,0,0,0,0,0
10197,0,0,0,0,0
10198,0,0,0,0,0
10199,0,0,0,0,0
10200,0,0,0,0,0
10201,0,0,0,0,4096
10202,0,0,0,0,4096
10203,0,0,0,0,4096
10204,0,0,0,0,4096
10205,0,0,0,0,4096
10206,0,0,0,0,0
10207,0,0,0,0,0
10208,0,0,0,0,0
10209,0,0,0,0,0
10210,0,0,0,0,0
10211,0,0,0,0,4096
10212,0,0,0,0,4096
10213,0,0,0,0,4096
10214,0,0,0,0,4096
10215,0,0,0,0,4096
10216,0,0,0,0,0
10217,0,0,0,0,0
10218,0,0,0,0,0
10219,0,0,0,0,0
10220,0,0,0,0,0
10221,528,0,0,0,4096
10222,3303,0,0,0,4096
10223,0,4096,0,0,4096
10224,0,4096,0,0,4096
10225,0,4096,0,0,0
10226,0,1356,0,0,0
10227,0,0,0,0,0
10228,0,0,0,0,0
10229,0,0,0,0,0
10230,0,0,0,0,4096
10231,0,0,0,0,4096
10232,0,0,0,0,4096
10233,0,0,0,0,4096
10234,0,0,0,0,4096
10235,0,0,0,0,0
10236,0,0,0,0,0
10237,0,0,0,0,0
10238,0,0,0,0,0
10239,0,0,0,0,0
10240,0,0,0,0,4096
10241,0,0,0,0,4096
10242,0,0,0,0,4096
10243,0,0,0,0,4096
10244,0,0,0,0,4096
10245,0,0,0,0,0
10246,0,0,0,0,0
10247,0,0,0,0,0
10248,0,0,0,0,0
10249,0,0,0,0,0
10250,0,0,0,0,4096
10251,0,0,0,0,4096
10252,0,0,0,0,4096
10253,0,0,0,0,4096
10254,0,0,0,0,0
10255,0,0,0,0,0
10256,0,0,0,0,0
10257,0,0,0,0,0
10258,0,0,0,0,0
10259,0,0,0,0,0
10260,0,0,0,0,4096
10261,0,0,0,0,4096
10262,0,0,0,0,4096
10263,0,0,0,0,4096
10264,0,0,0,0,4096
10265,0,0,0,0,4096
10266,0,0,0,0,0
10267,0,0,0,0,0
10268,0,0,0,0,0
10269,0,0,0,0,0
10270,0,0,0,0,4096
10271,0,0,0,0,4096
10272,0,0,0,0,4096
10273,0,0,0,0,4096
10274,0,0,0,0,4096
10275,0,0,0,0,0
10276,0,0,0,0,0
10277,0,0,0,0,0
10278,0,0,0,0,0
10279,0,91,0,0,0
10280,0,1898,0,0,0
10281,0,1356,0,0,4096
10282,0,641,0,0,4096
10283,0,0,0,0,4096
10284,0,0,0,0,4096
10285,0,0,0,0,0
10286,0,0,0,0,0
10287,0,0,0,0,0
10288,1857,0,0,0,0
10289,3504,0,1985,0,0
10290,4096,0,3475,0,4096
10291,3969,0,4096,0,4096
10292,0,1044,868,0,4096
10293,0,4096,0,0,4096
10294,0,4096,0,0,4096
10295,0,3710,0,0,4096
10296,0,325,0,0,0
10297,0,0,0,0,0
10298,0,0,0,0,0
10299,0,0,0,0,0
10300,0,0,0,0,0
10301,0,0,0,0,4096
10302,0,0,0,0,4096
10303,0,0,0,0,4096
10304,0,0,0,0,4096
10305,0,0,0,0,4096
10306,0,0,0,0,0
10307,0,0,0,0,0
10308,0,0,0,0,0
10309,0,0,0,0,0
10310,0,0,0,0,0
10311,0,0,0,0,4096
10312,0,0,0,0,4096
10313,0,0,0,0,4096
10314,0,0,0,0,4096
10315,0,0,0,0,4096
10316,0,0,0,0,0
10317,0,0,0,0,0
10318,0,0,0,0,0
10319,0,0,0,0,0
10320,0,0,0,0,0
10321,0,0,0,0,4096
10322,0,0,0,0,4096
10323,0,0,0,0,4096
10324,0,0,0,0,4096
10325,0,0,0,0,0
10326,0,0,0,0,0
10327,0,0,0,0,0
10328,0,0,0,0,0
10329,0,0,0,0,0
10330,0,0,0,0,4096
10331,0,0,0,0,4096
10332,0,0,0,0,4096
10333,0,0,0,0,4096
10334,0,0,0,0,4096
10335,0,0,0,0,4096
10336,0,398,0,0,0
10337,0,0,0,0,0
10338,0,0,0,0,0
10339,0,0,0,0,0
10340,0,0,0,0,0
10341,0,0,0,0,4096
10342,0,0,0,0,4096
10343,0,0,0,0,4096
10344,0,0,0,0,4096
10345,0,0,0,0,4096
10346,0,0,0,0,0
10347,802,0,0,0,0
10348,422,0,744,0,0
10349,0,4096,0,0,0
10350,0,4096,0,0,0
10351,0,4096,0,0,4096
10352,0,3216,0,0,4096
10353,0,0,0,0,4096
10354,0,0,0,0,4096
10355,0,0,0,0,4096
10356,0,0,0,0,0
10357,337,0,0,0,0
10358,337,0,0,0,0
10359,0,260,0,0,0
10360,0,559,0,0,0
10361,0,723,0,0,4096
10362,0,0,0,0,4096
10363,0,0,0,0,4096
10364,0,0,0,0,4096
10365,0,0,0,0,4096
10366,0,0,0,0,0
10367,0,0,0,0,0
10368,0,0,0,0,0
10369,0,0,0,0,0
10370,0,0,0,0,0
10371,0,0,0,0,4096
10372,0,0,0,0,4096
10373,0,0,0,0,4096
10374,0,0,0,0,4096
10375,0,0,0,0,0
10376,0,0,0,0,0
10377,0,0,0,0,0
10378,0,0,0,0,0
10379,0,0,0,0,0
10380,0,0,0,0,4096
10381,0,0,0,0,4096
10382,0,0,0,0,4096
10383,0,0,0,0,4096
10384,0,0,0,0,4096
10385,0,0,0,0,0
10386,0,0,0,0,0
10387,0,0,0,0,0
10388,591,0,0,0,0
10389,1097,0,0,0,0
10390,0,0,372,0,4096
10391,0,1430,0,0,4096
10392,0,1976,0,0,4096
10393,0,1976,0,0,4096
10394,0,0,0,0,4096
10395,0,0,0,0,0
10396,0,0,0,0,0
10397,0,0,0,0,0
10398,0,108,0,0,0
10399,0,3580,0,0,0
10400,0,2930,0,0,4096
10401,0,1061,0,0,4096
10402,0,0,0,0,4096
10403,0,0,0,0,4096
10404,0,0,0,0,4096
10405,0,0,0,0,0
10406,0,0,0,0,0
10407,0,0,0,0,0
10408,0,4096,0,0,0
10409,0,4096,0,0,0
10410,0,4096,0,0,4096
10411,0,4096,0,0,4096
10412,0,2505,0,0,4096
10413,0,0,0,0,4096
10414,0,0,0,0,4096
10415,0,0,0,0,0
10416,0,0,0,0,0
10417,0,0,0,0,0
10418,0,0,0,0,0
10419,0,0,0,0,4096
10420,0,0,0,0,4096
10421,0,0,0,0,4096
10422,0,0,0,0,4096
10423,0,0,0,0,4096
10424,0,0,0,0,0
10425,0,0,0,0,0
10426,0,0,0,0,0
10427,0,0,0,0,0
10428,0,0,0,0,0
10429,0,0,0,0,4096
10430,0,0,0,0,4096
10431,0,0,0,0,4096
10432,0,0,0,0,4096
10433,0,0,0,0,4096
10434,0,0,0,0,0
10435,0,0,0,0,0
10436,0,0,0,0,0
10437,0,0,0,0,0
10438,0,0,0,0,0
10439,0,0,0,0,4096
10440,0,0,0,0,4096
10441,0,0,0,0,4096
10442,0,0,0,0,4096
10443,0,0,0,0,4096
10444,0,0,0,0,0
10445,0,0,0,0,0
10446,0,0,0,0,0
10447,0,0,0,0,0
10448,0,0,0,0,4096
10449,0,0,0,0,4096
10450,0,0,0,0,4096
10451,0,0,0,0,4096
10452,0,0,0,0,4096
10453,0,0,0,0,4096
10454,0,0,0,0,0
10455,0,0,0,0,0
10456,0,0,0,0,0
10457,0,0,0,0,0
10458,0,0,0,0,0
10459,0,0,0,0,4096
10460,0,0,0,0,4096
10461,0,0,0,0,4096
10462,0,0,0,0,4096
10463,0,0,0,0,4096
10464,0,0,0,0,0
10465,0,0,0,0,0
10466,0,0,0,0,0
10467,0,0,0,0,0
10468,0,0,0,0,0
10469,0,0,0,0,4096
10470,0,0,0,0,4096
10471,0,0,0,0,4096
10472,0,0,0,0,4096
10473,0,0,0,0,4096
10474,0,0,0,0,0
10475,0,0,0,0,0
10476,0,0,0,0,0
10477,0,0,0,0,0
10478,0,0,0,0,0
10479,0,0,0,0,4096
10480,0,0,0,0,4096
10481,0,0,0,0,4096
10482,0,0,0,0,4096
10483,0,0,0,0,0
10484,0,0,0,0,0
10485,0,0,0,0,0
10486,0,0,0,0,0
10487,0,0,0,0,0
10488,0,0,0,0,4096
10489,0,0,0,0,4096
10490,0,0,0,0,4096
10491,0,0,0,0,4096
10492,0,0,0,0,4096
10493,0,0,0,0,0
10494,0,0,0,0,0
10495,0,0,0,0,0
10496,0,0,0,0,0
10497,0,0,0,0,0
10498,0,0,0,0,4096
10499,0,0,0,0,4096
10500,0,0,0,0,4096
10501,0,0,0,0,4096
10502,0,0,0,0,4096
10503,0,0,0,0,0
10504,0,0,0,0,0
10505,0,0,0,0,0
10506,0,0,0,0,0
10507,0,0,0,0,0
10508,0,0,0,0,4096
10509,0,0,0,0,4096
10510,0,0,0,0,4096
10511,0,0,0,0,4096
10512,0,0,0,0,0
10513,0,0,0,0,0
10514,0,0,0,0,0
10515,0,0,0,0,0
10516,0,0,0,0,0
10517,0,0,0,0,4096
10518,0,0,0,0,4096
10519,0,0,0,0,4096
10520,0,0,0,0,4096
10521,0,0,0,0,4096
10522,0,0,0,0,0
10523,0,0,0,0,0
10524,0,0,0,0,0
10525,0,0,0,0,0
10526,0,0,0,0,0
10527,0,0,0,0,0
10528,725,0,0,0,4096
10529,1280,0,702,0,4096
10530,0,0,468,0,4096
10531,0,1976,0,0,4096
10532,0,3662,0,0,4096
10533,0,476,0,0,0
10534,0,0,0,0,0
10535,0,0,0,0,0
10536,0,0,0,0,0
10537,0,0,0,0,0
10538,0,0,0,0,4096
10539,0,0,0,0,4096
10540,2688,0,1053,0,4096
10541,3882,0,3276,0,4096
10542,4096,0,4096,0,4096
