t,i1,q1,q2,i2,p
18499,0,0,0,0,0
18500,0,0,0,0,4096
18501,0,0,0,0,4096
18502,0,0,0,0,4096
18503,0,0,0,0,4096
18504,0,0,0,0,4096
18505,0,0,0,0,0
18506,0,0,0,0,0
18507,0,0,0,0,0
18508,0,0,0,0,0
18509,0,0,0,0,0
18510,0,0,0,0,4096
18511,0,0,0,0,4096
18512,0,0,0,0,4096
18513,0,0,0,0,4096
18514,0,0,0,0,4096
18515,0,0,0,0,0
18516,0,0,0,0,0
18517,0,0,0,0,0
18518,0,0,0,0,0
18519,0,0,0,0,0
18520,0,0,0,0,4096
18521,0,0,0,0,4096
18522,0,0,0,0,4096
18523,0,0,0,0,4096
18524,0,0,0,0,0
18525,0,0,0,0,0
18526,0,0,0,0,0
18527,0,0,0,0,0
18528,0,0,0,0,0
18529,0,0,0,0,4096
18530,0,0,0,0,4096
18531,0,0,0,0,4096
18532,0,0,0,0,4096
18533,0,0,0,0,4096
18534,0,0,0,0,0
18535,0,0,0,0,0
18536,0,0,0,0,0
18537,0,0,0,0,0
18538,0,0,0,0,0
18539,0,0,0,0,4096
18540,0,0,0,0,4096
18541,0,0,0,0,4096
18542,0,0,0,0,4096
18543,0,0,0,0,4096
18544,0,0,0,0,0
18545,0,0,0,0,0
18546,0,0,0,0,0
18547,0,0,0,0,0
18548,0,0,0,0,4096
18549,0,0,0,0,4096
18550,0,0,0,0,4096
18551,0,0,0,0,4096
18552,0,0,0,0,4096
18553,0,0,0,0,0
18554,0,0,0,0,0
18555,0,0,0,0,0
18556,0,0,0,0,0
18557,0,0,0,0,0
18558,0,0,0,0,4096
18559,0,0,0,0,4096
18560,0,0,0,0,4096
18561,0,0,0,0,4096
18562,0,0,0,0,4096
18563,0,0,0,0,0
18564,0,0,0,0,0
18565,0,0,0,0,0
18566,0,0,0,0,0
18567,0,0,0,0,0
18568,0,0,0,0,4096
18569,0,0,0,0,4096
18570,0,0,0,0,4096
18571,0,0,0,0,4096
18572,0,0,0,0,4096
18573,0,0,0,0,0
18574,0,0,0,0,0
18575,0,0,0,0,0
18576,0,0,0,0,0
18577,0,0,0,0,4096
18578,0,0,0,0,4096
18579,0,0,0,0,4096
18580,0,0,0,0,4096
18581,0,0,0,0,4096
18582,0,0,0,0,0
18583,0,0,0,0,0
18584,0,0,0,0,0
18585,0,0,0,0,0
18586,0,0,0,0,0
18587,0,0,0,0,4096
18588,0,0,0,0,4096
18589,0,0,0,0,4096
18590,0,0,0,0,4096
18591,0,0,0,0,4096
18592,0,0,0,0,0
18593,0,0,0,0,0
18594,0,0,0,0,0
18595,0,0,0,0,0
18596,0,0,0,0,0
18597,0,0,0,0,4096
18598,0,0,0,0,4096
18599,0,0,0,0,4096
18600,0,0,0,0,4096
18601,0,0,0,0,4096
18602,0,0,0,0,0
18603,0,0,0,0,0
18604,0,0,0,0,0
18605,0,0,0,0,0
18606,0,0,0,0,0
18607,0,0,0,0,4096
18608,0,0,0,0,4096
18609,0,0,0,0,4096
18610,0,0,0,0,4096
18611,0,0,0,0,4096
18612,0,0,0,0,0
18613,0,0,0,0,0
18614,0,0,0,0,0
18615,0,0,0,0,0
18616,0,0,0,0,4096
18617,0,0,0,0,4096
18618,0,0,0,0,4096
18619,0,0,0,0,4096
18620,0,0,0,0,4096
18621,0,0,0,0,0
18622,0,0,0,0,0
18623,0,0,0,0,0
18624,0,0,0,0,0
18625,0,0,0,0,0
18626,0,0,0,0,4096
18627,0,0,0,0,4096
18628,0,0,0,0,4096
18629,0,0,0,0,4096
18630,0,0,0,0,4096
18631,0,0,0,0,4096
18632,0,0,4096,0,0
18633,0,0,0,0,0
18634,0,0,0,0,0
18635,0,0,0,0,0
18636,0,0,0,0,0
18637,0,0,0,0,4096
18638,0,0,0,0,4096
18639,0,0,0,0,4096
18640,0,0,0,0,4096
18641,0,0,0,0,4096
18642,0,0,0,0,0
18643,0,0,0,0,0
18644,0,0,0,0,0
18645,0,0,0,0,0
18646,0,0,0,0,4096
18647,0,0,0,0,4096
18648,0,0,0,0,4096
18649,0,0,0,0,4096
18650,0,0,0,0,4096
18651,0,0,0,0,4096
18652,0,0,4096,0,4096
18653,0,0,0,0,0
18654,0,0,0,0,0
18655,0,0,0,0,0
18656,0,0,0,0,0
18657,0,0,0,0,4096
18658,0,0,0,0,4096
18659,0,0,0,0,4096
18660,0,0,0,0,4096
18661,0,0,0,0,4096
18662,0,0,0,0,0
18663,0,0,0,0,0
18664,0,0,0,0,0
18665,0,0,0,0,0
18666,0,0,0,0,0
18667,0,0,0,0,4096
18668,0,0,0,0,4096
18669,0,0,0,0,4096
18670,0,0,0,0,4096
18671,0,0,0,0,4096
18672,0,0,4096,0,4096
18673,0,0,0,0,0
18674,0,0,0,0,0
18675,0,0,0,0,0
18676,0,0,0,0,0
18677,0,0,0,0,0
18678,0,0,0,0,4096
18679,0,0,0,0,4096
18680,0,0,0,0,4096
18681,0,0,4096,0,4096
18682,0,0,4096,0,4096
18683,0,0,0,0,0
18684,0,0,0,0,0
18685,0,0,0,0,0
18686,0,0,0,0,0
18687,0,0,0,0,0
18688,0,0,0,0,4096
18689,0,0,0,0,4096
18690,0,0,0,0,4096
18691,0,0,0,0,4096
18692,0,0,0,0,4096
18693,0,0,0,0,0
18694,0,0,0,0,0
18695,0,0,0,0,0
18696,0,0,0,0,0
18697,0,0,0,0,0
18698,0,0,0,0,4096
18699,0,0,0,0,4096
18700,0,0,0,0,4096
18701,0,0,0,0,4096
18702,0,0,3276,0,0
18703,0,0,0,0,0
18704,0,0,0,0,0
18705,0,0,0,0,0
18706,0,0,0,0,0
18707,0,0,0,0,0
18708,0,0,0,0,4096
18709,0,0,0,0,4096
18710,0,0,0,0,4096
18711,0,0,0,0,4096
18712,0,0,0,0,4096
18713,0,0,2457,0,0
18714,0,0,2457,0,0
18715,0,0,0,0,0
18716,0,0,0,0,0
18717,0,0,0,0,0
18718,0,0,0,0,4096
18719,0,0,0,0,4096
18720,0,0,0,0,4096
18721,0,0,0,0,4096
18722,0,0,0,0,4096
18723,0,0,0,0,0
18724,0,0,3276,0,0
18725,0,0,0,0,0
18726,0,0,0,0,0
18727,0,0,0,0,0
18728,0,0,0,0,4096
18729,0,0,0,0,4096
18730,0,0,0,0,4096
18731,0,0,0,0,4096
18732,0,0,0,0,4096
18733,0,0,2457,0,0
18734,0,0,0,0,0
18735,0,0,0,0,0
18736,0,0,0,0,0
18737,0,0,0,0,0
18738,0,0,0,0,4096
18739,0,0,0,0,4096
18740,0,0,0,0,4096
18741,0,0,0,0,4096
18742,0,0,0,0,4096
18743,0,0,2457,0,0
18744,0,0,0,0,0
18745,0,0,0,0,0
18746,0,0,0,0,0
18747,0,0,0,0,4096
18748,0,0,0,0,4096
18749,0,0,0,0,4096
18750,0,0,0,0,4096
18751,0,0,0,0,4096
18752,0,0,2457,0,0
18753,0,0,2457,0,0
18754,0,0,0,0,0
18755,0,0,0,0,0
18756,0,0,0,0,0
18757,0,0,0,0,4096
18758,0,0,0,0,4096
18759,0,0,0,0,4096
18760,0,0,0,0,4096
18761,0,0,0,0,4096
18762,0,0,2457,0,0
18763,0,0,0,0,0
18764,0,0,0,0,0
18765,0,0,0,0,0
18766,0,0,0,0,0
18767,0,0,0,0,4096
18768,0,0,0,0,4096
18769,0,0,0,0,4096
18770,0,0,0,0,4096
18771,0,0,0,0,4096
18772,0,0,3276,0,0
18773,0,0,0,0,0
18774,0,0,0,0,0
18775,0,0,0,0,0
18776,0,0,0,0,0
18777,0,0,0,0,4096
18778,0,0,0,0,4096
18779,0,0,0,0,4096
18780,0,0,0,0,4096
18781,0,0,2457,0,0
18782,0,0,0,0,0
18783,0,0,0,0,0
18784,0,0,0,0,0
18785,0,0,0,0,0
18786,0,0,0,0,4096
18787,0,0,0,0,4096
18788,0,0,0,0,4096
18789,0,0,0,0,4096
18790,0,0,0,0,4096
18791,0,0,0,0,0
18792,0,0,2457,0,0
18793,0,0,0,0,0
18794,0,0,0,0,0
18795,0,0,0,0,0
18796,0,0,0,0,4096
18797,0,0,0,0,4096
18798,0,0,0,0,4096
18799,0,0,0,0,4096
18800,0,0,0,0,4096
18801,0,0,0,0,0
18802,0,0,0,0,0
18803,0,0,3276,0,0
18804,0,0,3276,0,0
18805,0,0,0,0,0
18806,0,0,0,0,4096
18807,0,0,0,0,4096
18808,0,0,0,0,4096
18809,0,0,0,0,4096
18810,0,0,0,0,0
18811,0,0,0,0,0
18812,0,0,0,0,0
18813,0,0,0,0,0
18814,0,0,0,0,0
18815,0,0,3276,0,4096
18816,0,0,0,0,4096
18817,0,0,0,0,4096
18818,0,0,0,0,4096
18819,0,0,0,0,4096
18820,0,0,0,0,0
18821,0,0,0,0,0
18822,0,0,0,0,0
18823,0,0,0,0,0
18824,0,0,2457,0,0
18825,0,0,4096,0,4096
18826,0,0,0,0,4096
18827,0,0,0,0,4096
18828,0,0,0,0,4096
18829,0,0,0,0,4096
18830,0,0,0,0,0
18831,0,0,0,0,0
18832,0,0,0,0,0
18833,0,0,0,0,0
18834,0,0,0,0,0
18835,0,0,2457,0,4096
18836,0,0,4096,0,4096
18837,0,0,0,0,4096
18838,0,0,0,0,4096
18839,0,0,0,0,0
18840,0,0,0,0,0
18841,0,0,0,0,0
18842,0,0,0,0,0
18843,0,0,0,0,0
18844,0,0,0,0,0
18845,0,0,0,0,4096
18846,0,0,3276,0,4096
18847,0,0,0,0,4096
18848,0,0,0,0,4096
18849,0,0,0,0,4096
18850,0,0,0,0,0
18851,0,0,0,0,0
18852,0,0,0,0,0
18853,0,0,0,0,0
18854,0,0,0,0,0
18855,0,0,0,0,4096
18856,0,0,0,0,4096
18857,0,0,2457,0,4096
18858,0,0,0,0,4096
18859,0,0,0,0,4096
18860,0,0,0,0,0
18861,0,0,0,0,0
18862,0,0,0,0,0
18863,0,0,0,0,0
18864,0,0,0,0,0
18865,0,0,0,0,0
18866,0,0,2457,0,4096
18867,0,0,4096,0,4096
18868,0,0,0,0,4096
18869,0,0,0,0,4096
18870,0,0,0,0,4096
18871,0,0,0,0,0
18872,0,0,0,0,0
18873,0,0,0,0,0
18874,0,0,0,0,0
18875,0,0,0,0,0
18876,0,0,0,0,4096
18877,0,0,3276,0,4096
18878,0,0,4096,0,4096
18879,0,0,0,0,4096
18880,0,0,0,0,4096
18881,0,0,0,0,0
18882,0,0,0,0,0
18883,0,0,0,0,0
18884,0,0,0,0,0
18885,0,0,0,0,0
18886,0,0,0,0,4096
18887,0,0,3276,0,4096
18888,0,0,0,0,4096
18889,0,0,0,0,4096
18890,0,0,0,0,0
18891,0,0,0,0,0
18892,0,0,0,0,0
18893,0,0,0,0,0
18894,0,0,0,0,0
18895,0,0,0,0,0
18896,0,0,2457,0,4096
18897,0,0,4096,0,4096
18898,0,0,0,0,4096
18899,0,0,0,0,4096
18900,0,0,0,0,0
18901,0,0,0,0,0
18902,0,0,0,0,0
18903,0,0,0,0,0
18904,0,0,0,0,0
18905,0,0,0,0,4096
18906,0,0,0,0,4096
18907,0,0,2457,0,4096
18908,0,0,4096,0,4096
18909,0,0,4096,0,4096
18910,0,0,0,0,0
18911,0,0,0,0,0
18912,0,0,0,0,0
18913,0,0,0,0,0
18914,0,0,0,0,0
18915,0,0,0,0,4096
18916,0,0,0,0,4096
18917,0,0,0,0,4096
18918,0,0,3276,0,4096
18919,0,0,0,0,4096
18920,0,0,0,0,4096
18921,0,0,0,0,0
18922,0,0,0,0,0
18923,0,0,0,0,0
18924,0,0,0,0,0
18925,0,0,0,0,0
18926,0,0,0,0,4096
18927,0,0,0,0,4096
18928,0,0,3276,0,4096
18929,0,0,0,0,4096
18930,0,0,0,0,4096
18931,0,0,0,0,0
18932,0,0,0,0,0
18933,0,0,0,0,0
18934,0,0,0,0,0
18935,0,0,0,0,0
18936,0,0,0,0,4096
18937,0,0,3276,0,4096
18938,0,0,4096,0,4096
18939,0,0,0,0,4096
18940,0,0,0,0,4096
18941,0,0,0,0,4096
18942,0,0,0,0,0
18943,0,0,0,0,0
18944,0,0,0,0,0
18945,0,0,0,0,0
18946,0,0,0,0,0
18947,0,0,2730,0,4096
18948,0,0,3413,0,4096
18949,0,0,0,0,4096
18950,0,0,0,0,4096
18951,0,0,0,0,4096
18952,0,0,0,0,0
18953,0,0,0,0,0
18954,0,0,0,0,0
18955,0,0,0,0,0
18956,0,0,0,0,0
18957,0,0,2730,0,4096
18958,0,0,0,0,4096
18959,0,0,0,0,4096
18960,0,0,0,0,4096
18961,0,0,0,0,4096
18962,0,0,0,0,0
18963,0,0,0,0,0
18964,0,0,0,0,0
18965,0,0,0,0,0
18966,0,0,2730,0,4096
18967,0,0,4096,0,4096
18968,0,0,0,0,4096
18969,0,0,0,0,4096
18970,0,0,0,0,4096
18971,0,0,0,0,4096
18972,0,0,0,0,0
18973,0,0,0,0,0
18974,0,0,0,0,0
18975,0,0,2048,0,0
18976,0,0,2730,0,0
18977,0,0,0,0,0
18978,0,0,0,0,4096
18979,0,0,0,0,4096
18980,0,0,0,0,4096
18981,0,0,0,0,4096
18982,0,0,0,0,4096
18983,0,0,0,0,0
18984,0,0,0,0,0
18985,0,0,0,0,0
18986,0,0,0,0,0
18987,0,0,3413,0,4096
18988,0,0,0,0,4096
18989,0,0,0,0,4096
18990,0,0,0,0,4096
18991,0,0,0,0,4096
18992,0,0,0,0,4096
18993,0,0,0,0,0
18994,0,0,0,0,0
18995,0,0,0,0,0
18996,0,0,0,0,0
18997,0,0,2048,0,0
18998,0,0,3413,0,4096
18999,0,0,0,0,4096
19000,0,0,0,0,4096
19001,0,0,0,0,4096
19002,0,0,0,0,4096
19003,0,0,0,0,0
19004,0,0,0,0,0
19005,0,0,0,0,0
19006,0,0,0,0,0
19007,0,0,2730,0,0
19008,0,0,4096,0,4096
19009,0,0,0,0,4096
19010,0,0,0,0,4096
19011,0,0,0,0,4096
19012,0,0,0,0,4096
19013,0,0,0,0,0
19014,0,0,0,0,0
19015,0,0,0,0,0
19016,0,0,0,0,0
19017,0,0,3413,0,0
19018,0,0,0,0,4096
19019,0,0,0,0,4096
19020,0,0,0,0,4096
19021,0,0,0,0,4096
19022,0,0,0,0,4096
19023,0,0,0,0,0
19024,0,0,0,0,0
19025,0,0,0,0,0
19026,0,0,2048,0,0
19027,0,0,4096,0,0
19028,0,0,0,0,4096
19029,0,0,0,0,4096
19030,0,0,0,0,4096
19031,0,0,0,0,4096
19032,0,0,0,0,4096
19033,0,0,0,0,4096
19034,0,0,0,0,0
19035,0,0,0,0,0
19036,0,0,2048,0,0
19037,0,0,3413,0,0
19038,0,0,0,0,0
19039,0,0,0,0,4096
19040,0,0,0,0,4096
19041,0,0,0,0,4096
19042,0,0,0,0,4096
19043,0,0,0,0,4096
19044,0,0,0,0,0
19045,0,0,2048,0,0
19046,0,0,3413,0,0
19047,0,0,0,0,0
19048,0,0,0,0,0
19049,0,0,0,0,4096
19050,0,0,0,0,4096
19051,0,0,0,0,4096
19052,0,0,0,0,4096
19053,0,0,0,0,4096
19054,0,0,0,0,4096
19055,0,0,2730,0,0
19056,0,0,4096,0,0
19057,0,0,0,0,0
19058,0,0,0,0,0
19059,0,0,0,0,0
19060,0,0,0,0,0
19061,0,0,0,0,0
19062,0,0,0,0,0
19063,0,0,0,0,0
19064,0,0,0,0,0
19065,0,0,0,0,4096
19066,0,0,2730,0,0
19067,0,0,3413,0,0
19068,0,0,0,0,0
19069,0,0,0,0,0
19070,0,0,0,0,0
19071,0,0,0,0,4096
19072,0,0,0,0,4096
19073,0,0,0,0,4096
19074,0,0,0,0,4096
19075,0,0,0,0,4096
19076,0,0,0,0,0
19077,0,0,4096,0,0
19078,0,0,3413,0,0
19079,0,0,0,0,0
19080,0,0,0,0,0
19081,0,0,0,0,4096
19082,0,0,0,0,4096
19083,0,0,0,0,4096
19084,0,0,0,0,4096
19085,0,0,0,0,0
19086,0,0,2048,0,0
19087,0,0,3413,0,0
19088,0,0,0,0,0
19089,0,0,0,0,0
19090,0,0,0,0,0
19091,0,0,0,0,4096
19092,0,0,0,0,4096
19093,0,0,0,0,4096
19094,0,0,0,0,4096
19095,0,0,0,0,4096
19096,0,0,2730,0,0
19097,0,0,3413,0,0
19098,0,0,0,0,0
19099,0,0,0,0,0
19100,0,0,0,0,0
19101,0,0,0,0,4096
19102,0,0,0,0,4096
19103,0,0,0,0,4096
19104,0,0,0,0,4096
19105,0,0,0,0,4096
19106,0,0,3413,0,0
19107,0,0,0,0,0
19108,0,0,0,0,0
19109,0,0,0,0,0
19110,0,0,0,0,0
19111,0,0,0,0,4096
19112,0,0,0,0,4096
19113,0,0,0,0,4096
19114,0,0,0,0,4096
19115,0,0,2730,0,4096
19116,0,0,3413,0,0
19117,0,0,0,0,0
19118,0,0,0,0,0
19119,0,0,0,0,0
19120,0,0,0,0,0
19121,0,0,0,0,4096
19122,0,0,0,0,4096
19123,0,0,0,0,4096
19124,0,0,0,0,4096
19125,0,0,2730,0,4096
19126,0,0,3413,0,0
19127,0,0,0,0,0
19128,0,0,0,0,0
19129,0,0,0,0,0
19130,0,0,0,0,0
19131,0,0,0,0,4096
19132,0,0,0,0,4096
19133,0,0,0,0,4096
19134,0,0,0,0,4096
19135,0,0,3413,0,4096
19136,0,0,0,0,0
19137,0,0,0,0,0
19138,0,0,0,0,0
19139,0,0,0,0,0
19140,0,0,0,0,4096
19141,0,0,0,0,4096
19142,0,0,0,0,4096
19143,0,0,0,0,4096
19144,0,0,0,0,4096
19145,0,0,2048,0,0
19146,0,0,3413,0,0
19147,0,0,0,0,0
19148,0,0,0,0,0
19149,0,0,0,0,0
19150,0,0,0,0,4096
19151,0,0,0,0,4096
19152,0,0,0,0,4096
19153,0,0,0,0,4096
19154,0,0,0,0,0
19155,0,0,0,0,0
19156,0,0,3413,0,0
19157,0,0,4096,0,0
19158,0,0,0,0,0
19159,0,0,0,0,4096
19160,0,0,0,0,4096
19161,0,0,0,0,4096
19162,0,0,0,0,4096
19163,0,0,0,0,4096
19164,0,0,0,0,0
19165,0,0,0,0,0
19166,0,0,3413,0,0
19167,0,0,4096,0,0
19168,0,0,0,0,0
19169,0,0,0,0,4096
19170,0,0,0,0,4096
19171,0,0,0,0,4096
19172,0,0,0,0,4096
19173,0,0,0,0,4096
19174,0,0,0,0,0
19175,0,0,2730,0,0
19176,0,0,3413,0,0
19177,0,0,0,0,0
19178,0,0,0,0,0
19179,0,0,0,0,4096
19180,0,0,0,0,4096
19181,0,0,0,0,4096
19182,0,0,0,0,4096
19183,0,0,0,0,4096
19184,0,0,0,0,4096
19185,0,0,3413,0,0
19186,0,0,4096,0,0
19187,0,0,0,0,0
19188,0,0,0,0,0
19189,0,0,0,0,0
19190,0,0,0,0,4096
19191,0,0,0,0,4096
19192,0,0,0,0,4096
19193,0,0,0,0,4096
19194,0,0,2048,0,4096
19195,0,0,3413,0,0
19196,0,0,0,0,0
19197,0,0,0,0,0
19198,0,0,0,0,0
19199,0,0,0,0,0
19200,0,0,0,0,4096
19201,0,0,0,0,4096
19202,0,0,0,0,4096
19203,0,0,0,0,4096
19204,0,0,1755,0,0
19205,0,0,4096,0,0
19206,0,0,0,0,0
19207,0,0,0,0,0
19208,0,0,0,0,0
19209,0,0,0,0,0
19210,0,0,0,0,4096
19211,0,0,0,0,4096
19212,0,0,0,0,4096
19213,0,0,0,0,4096
19214,0,0,2340,0,4096
19215,0,0,3510,0,0
19216,0,0,0,0,0
19217,0,0,0,0,0
19218,0,0,0,0,0
19219,0,0,0,0,0
19220,0,0,0,0,4096
19221,0,0,0,0,4096
19222,0,0,0,0,4096
19223,0,0,1755,0,4096
19224,0,0,2925,0,4096
19225,0,0,0,0,0
19226,0,0,0,0,0
19227,0,0,0,0,0
19228,0,0,0,0,0
19229,0,0,0,0,4096
19230,0,0,0,0,4096
19231,0,0,0,0,4096
19232,0,0,0,0,4096
19233,0,0,2340,0,4096
19234,0,0,3510,0,4096
19235,0,0,0,0,0
19236,0,0,0,0,0
19237,0,0,0,0,0
19238,0,0,0,0,0
19239,0,0,0,0,4096
19240,0,0,0,0,4096
19241,0,0,0,0,4096
19242,0,0,0,0,4096
19243,0,0,2925,0,4096
19244,0,0,0,0,0
19245,0,0,0,0,0
19246,0,0,0,0,0
19247,0,0,0,0,0
19248,0,0,0,0,0
19249,0,0,0,0,4096
19250,0,0,0,0,4096
19251,0,0,0,0,4096
19252,0,0,0,0,4096
19253,0,0,0,0,4096
19254,0,0,2340,0,0
19255,0,0,0,0,0
19256,0,0,0,0,0
19257,0,0,0,0,0
19258,0,0,0,0,0
19259,0,0,0,0,4096
19260,0,0,0,0,4096
19261,0,0,0,0,4096
19262,0,0,0,0,4096
19263,0,0,2340,0,4096
19264,0,0,2340,0,0
19265,0,0,3510,0,0
19266,0,0,0,0,0
19267,0,0,0,0,0
19268,0,0,0,0,0
19269,0,0,0,0,4096
19270,0,0,0,0,4096
19271,0,0,0,0,4096
19272,0,0,0,0,4096
19273,0,0,0,0,4096
19274,0,0,0,0,0
19275,0,0,0,0,0
19276,0,0,3510,0,0
19277,0,0,0,0,0
19278,0,0,0,0,0
19279,0,0,0,0,4096
19280,0,0,0,0,4096
19281,0,0,0,0,4096
19282,0,0,0,0,4096
19283,0,0,0,0,4096
19284,0,0,0,0,0
19285,0,0,2925,0,0
19286,0,0,3510,0,0
19287,0,0,0,0,0
19288,0,0,0,0,0
19289,0,0,0,0,4096
19290,0,0,0,0,4096
19291,0,0,0,0,4096
19292,0,0,0,0,4096
19293,0,0,0,0,4096
19294,0,0,0,0,0
19295,0,0,1755,0,0
19296,0,0,2340,0,0
19297,0,0,0,0,0
19298,0,0,0,0,0
19299,0,0,0,0,4096
19300,0,0,0,0,4096
19301,0,0,0,0,4096
19302,0,0,0,0,4096
19303,0,0,0,0,4096
19304,0,0,0,0,0
19305,0,0,1755,0,0
19306,0,0,3510,0,0
19307,0,0,0,0,0
19308,0,0,0,0,0
19309,0,0,0,0,4096
19310,0,0,0,0,4096
19311,0,0,0,0,4096
19312,0,0,0,0,4096
19313,0,0,0,0,4096
19314,0,0,0,0,0
19315,0,0,2925,0,0
19316,0,0,3510,0,0
19317,0,0,0,0,0
19318,0,0,0,0,4096
19319,0,0,0,0,4096
19320,0,0,0,0,4096
19321,0,0,0,0,4096
19322,0,0,0,0,4096
19323,0,0,0,0,0
19324,0,0,0,0,0
19325,0,0,0,0,0
19326,0,0,2340,0,0
19327,0,0,3510,0,0
19328,0,0,0,0,4096
19329,0,0,0,0,4096
19330,0,0,0,0,4096
19331,0,0,0,0,4096
19332,0,0,0,0,4096
19333,0,0,0,0,0
19334,0,0,0,0,0
19335,0,0,0,0,0
19336,0,0,0,0,0
19337,0,0,2340,0,0
19338,0,0,0,0,4096
19339,0,0,0,0,4096
19340,0,0,0,0,4096
19341,0,0,0,0,4096
19342,0,0,0,0,4096
19343,0,0,0,0,0
19344,0,0,0,0,0
19345,0,0,0,0,0
19346,0,0,1755,0,0
19347,0,0,2925,0,0
19348,0,0,0,0,4096
19349,0,0,0,0,4096
19350,0,0,0,0,4096
19351,0,0,0,0,4096
19352,0,0,0,0,4096
19353,0,0,0,0,0
19354,0,0,0,0,0
19355,0,0,0,0,0
19356,0,0,2925,0,0
19357,0,0,3510,0,0
19358,0,0,0,0,0
19359,0,0,0,0,4096
19360,0,0,0,0,4096
19361,0,0,0,0,4096
19362,0,0,0,0,4096
19363,0,0,0,0,0
19364,0,0,0,0,0
19365,0,0,1755,0,0
19366,0,0,2925,0,0
19367,0,0,0,0,0
19368,0,0,0,0,4096
19369,0,0,0,0,4096
19370,0,0,0,0,4096
19371,0,0,0,0,4096
19372,0,0,0,0,4096
19373,0,0,0,0,4096
19374,0,0,0,0,0
19375,0,0,2340,0,0
19376,0,0,2925,0,0
19377,0,0,0,0,0
19378,0,0,0,0,0
19379,0,0,0,0,4096
19380,0,0,0,0,4096
19381,0,0,0,0,4096
19382,0,0,0,0,4096
19383,0,0,0,0,4096
19384,0,0,0,0,0
19385,0,0,2340,0,0
19386,0,0,0,0,0
19387,0,0,0,0,0
19388,0,0,0,0,0
19389,0,0,0,0,4096
19390,0,0,0,0,4096
19391,0,0,0,0,4096
19392,0,0,0,0,4096
19393,0,0,0,0,4096
19394,0,0,0,0,0
19395,0,0,2340,0,0
19396,0,0,0,0,0
19397,0,0,0,0,0
19398,0,0,0,0,0
19399,0,0,0,0,4096
19400,0,0,0,0,4096
19401,0,0,0,0,4096
19402,0,0,0,0,4096
19403,0,0,0,0,0
19404,0,0,0,0,0
19405,0,0,1755,0,0
19406,0,0,2925,0,0
19407,0,0,0,0,0
19408,0,0,0,0,4096
19409,0,0,0,0,4096
19410,0,0,0,0,4096
19411,0,0,0,0,4096
19412,0,0,0,0,4096
19413,0,0,0,0,0
19414,0,0,0,0,0
19415,0,0,0,0,0
19416,0,0,1755,0,4096
19417,0,0,2925,0,4096
19418,0,0,0,0,4096
19419,0,0,0,0,4096
19420,0,0,0,0,4096
19421,0,0,0,0,4096
19422,0,0,0,0,0
19423,0,0,0,0,0
19424,0,0,0,0,0
19425,0,0,0,0,0
19426,0,0,2340,0,0
19427,0,0,0,0,4096
19428,0,0,0,0,4096
19429,0,0,0,0,4096
19430,0,0,0,0,4096
19431,0,0,0,0,4096
19432,0,0,0,0,0
19433,0,0,0,0,0
19434,0,0,0,0,0
19435,0,0,0,0,0
19436,0,0,2340,0,0
19437,0,0,0,0,4096
19438,0,0,0,0,4096
19439,0,0,0,0,4096
19440,0,0,0,0,4096
19441,0,0,0,0,0
19442,0,0,0,0,0
19443,0,0,0,0,0
19444,0,0,0,0,0
19445,0,0,2340,0,0
19446,0,0,2925,0,4096
19447,0,0,0,0,4096
19448,0,0,0,0,4096
19449,0,0,0,0,4096
19450,0,0,0,0,4096
19451,0,0,0,0,4096
19452,0,0,0,0,0
19453,0,0,0,0,0
19454,0,0,0,0,0
19455,0,0,1755,0,0
19456,0,0,0,0,4096
19457,0,0,0,0,4096
19458,0,0,0,0,4096
19459,0,0,0,0,4096
19460,0,0,0,0,4096
19461,0,0,0,0,4096
19462,0,0,0,0,0
19463,0,0,0,0,0
19464,0,0,0,0,0
19465,0,0,0,0,0
19466,0,0,0,0,0
19467,0,0,0,0,4096
19468,0,0,0,0,4096
19469,0,0,0,0,4096
19470,0,0,0,0,4096
19471,0,0,0,0,4096
19472,0,0,0,0,0
19473,0,0,0,0,0
19474,0,0,3072,0,0
19475,0,0,0,0,0
19476,0,0,0,0,0
19477,0,0,0,0,4096
19478,0,0,0,0,4096
19479,0,0,0,0,4096
19480,0,0,0,0,4096
19481,0,0,0,0,0
19482,0,0,0,0,0
19483,0,0,0,0,0
19484,0,0,3072,0,0
19485,0,0,0,0,0
19486,0,0,0,0,4096
19487,0,0,0,0,4096
19488,0,0,0,0,4096
19489,0,0,0,0,4096
19490,0,0,0,0,4096
19491,0,0,0,0,0
19492,0,0,0,0,0
19493,0,0,0,0,0
19494,0,0,4096,0,0
19495,0,0,0,0,0
19496,0,0,0,0,4096
19497,0,0,0,0,4096
19498,0,0,0,0,4096
19499,0,0,0,0,4096
19500,0,0,0,0,4096
19501,0,0,0,0,0
19502,0,0,0,0,0
19503,0,0,0,0,0
19504,0,0,0,0,0
19505,0,0,4096,0,0
19506,0,0,0,0,4096
19507,0,0,0,0,4096
19508,0,0,0,0,4096
19509,0,0,0,0,4096
19510,0,0,0,0,4096
19511,0,0,0,0,0
19512,0,0,0,0,0
19513,0,0,0,0,0
19514,0,0,3072,0,0
19515,0,0,0,0,0
19516,0,0,0,0,4096
19517,0,0,0,0,4096
19518,0,0,0,0,4096
19519,0,0,0,0,4096
19520,0,0,0,0,4096
19521,0,0,0,0,0
19522,0,0,0,0,0
19523,0,0,0,0,0
